"Age","EdLevel","Employment","Gender","MentalHealth","MainBranch","YearsCode","YearsCodePro","PreviousSalary","ComputerSkills","SQL","python","java","c_plus_plus","cloud","Continent","class"
0,4,1,0,0,0,12,10,56211,14,1,1,1,0,1,2,0
0,4,1,0,0,0,8,4,32424,9,1,0,1,0,1,1,0
0,0,1,0,0,0,20,16,92964,12,1,1,1,0,1,5,0
0,2,1,0,0,0,7,3,26076,18,1,1,1,0,1,5,1
0,2,1,0,0,0,3,3,6336,4,0,0,0,0,1,6,0
0,2,0,0,0,0,7,5,68088,13,1,0,1,1,1,5,1
0,1,1,0,0,0,6,3,97584,21,1,1,1,1,1,2,1
1,4,1,0,0,0,16,7,34512,11,1,0,1,0,0,1,0
0,4,1,0,0,0,15,14,90482,4,0,1,1,0,0,2,0
1,0,0,0,0,0,17,12,183750,11,1,0,1,0,1,2,0
0,4,1,0,0,0,9,4,11184,18,1,0,1,0,1,1,1
0,4,1,0,0,0,5,1,10471,23,1,1,1,1,1,1,1
1,3,0,0,1,0,30,14,59454,10,1,0,1,0,1,2,0
1,4,1,0,0,0,25,13,79896,13,1,0,1,1,1,2,1
0,0,1,0,0,0,20,13,84924,11,1,1,0,1,1,2,0
0,4,1,0,0,1,8,1,64859,11,1,0,1,1,1,2,0
0,2,1,0,0,0,15,10,57684,17,1,0,1,1,0,2,1
0,4,1,0,1,0,5,1,840,20,1,1,1,1,1,1,1
0,0,1,0,0,0,12,5,70264,4,0,1,0,1,0,2,0
0,4,1,0,0,0,12,4,31560,14,1,1,1,1,0,1,0
0,4,1,1,0,0,10,2,36972,11,1,1,1,1,0,2,0
0,4,0,0,0,0,6,1,12450,6,1,1,1,0,0,2,0
1,4,1,0,0,0,14,10,104322,11,1,0,1,0,1,2,0
1,1,1,0,0,0,30,30,44544,7,1,1,0,1,0,2,0
0,4,1,0,1,0,13,5,64630,16,1,1,1,1,1,2,0
1,0,1,0,0,0,25,20,97260,5,0,0,0,1,0,2,0
0,4,1,0,0,0,10,2,70264,14,0,1,1,1,0,2,0
1,2,1,0,0,0,30,15,110256,10,1,0,0,0,1,2,0
1,4,1,0,0,0,15,8,48644,5,1,1,0,0,0,2,0
0,4,1,0,0,0,14,7,58639,14,0,1,0,0,1,1,0
1,4,1,0,0,0,25,15,38484,10,1,0,1,0,0,6,1
0,0,1,0,0,0,12,6,51888,22,1,1,1,0,1,2,1
1,4,0,0,0,0,22,15,24648,12,1,1,1,1,0,2,1
0,0,1,1,0,0,12,7,8652,17,1,0,1,1,1,1,1
0,0,1,0,0,0,11,8,54672,21,1,0,1,0,1,2,1
0,4,1,0,1,0,8,6,103408,11,1,1,0,0,1,2,0
1,4,1,0,0,0,21,21,68102,8,1,1,1,0,1,2,1
0,4,1,0,0,0,10,3,27923,7,1,0,1,0,0,1,0
0,0,1,0,0,0,10,5,20760,20,1,1,1,0,1,1,1
0,4,1,0,1,0,11,6,43948,8,0,0,1,0,1,2,0
1,4,1,0,0,1,35,15,39276,15,1,1,1,0,1,2,0
0,4,1,0,0,0,6,0,32112,13,1,1,1,1,0,1,0
1,0,1,0,0,0,30,30,86853,17,1,1,1,0,1,4,1
0,4,1,0,0,0,5,3,7204,8,1,1,0,1,0,1,0
0,0,1,0,0,0,10,7,56400,5,1,0,0,0,0,5,0
1,4,1,0,0,0,21,20,27492,4,1,0,1,0,0,6,0
0,0,1,0,0,0,12,7,19546,13,1,0,1,0,1,1,0
0,0,0,0,1,0,17,8,121500,11,1,0,0,0,1,2,0
0,2,1,0,1,0,10,5,37618,23,1,0,1,0,0,2,1
1,4,1,0,0,0,23,12,71340,8,1,0,1,1,1,2,1
1,2,1,0,0,0,30,6,19452,13,1,0,1,0,1,5,0
0,0,1,0,0,0,10,3,28500,7,0,0,1,0,0,1,0
0,4,0,0,0,0,8,3,4189,11,1,0,1,1,1,1,0
0,0,0,0,0,0,16,11,75240,9,1,0,1,0,0,5,1
0,4,1,0,1,0,10,0,25852,6,1,0,1,0,0,2,0
1,4,1,0,0,1,20,15,71184,9,1,1,0,1,0,2,0
0,0,1,0,1,0,11,0,1008,14,1,0,1,0,1,1,1
0,0,1,0,0,0,12,4,78156,15,1,1,1,0,1,2,0
0,4,1,0,0,0,9,2,8232,23,1,0,1,0,1,0,1
1,2,1,0,1,0,31,20,46482,9,1,0,0,1,0,2,1
0,4,1,0,0,0,15,5,115665,9,0,0,1,0,1,2,0
1,4,1,0,0,0,20,20,90500,9,0,0,1,0,1,1,0
1,2,1,0,0,0,5,3,13260,5,0,0,0,0,1,5,0
0,4,1,0,0,0,7,3,16860,12,1,1,1,1,1,2,1
0,4,1,0,0,0,16,7,96945,18,1,1,1,0,1,2,1
0,4,1,0,0,0,10,3,125656,12,1,0,1,0,0,1,1
1,0,1,0,1,1,37,29,160343,4,1,0,0,1,1,4,0
1,0,1,0,0,0,20,15,91883,13,1,1,0,0,1,2,0
0,0,1,0,0,0,15,10,118908,10,1,0,0,1,1,2,0
0,4,1,0,0,0,5,3,45600,5,1,1,0,0,0,1,0
0,2,1,0,0,1,5,1,36324,7,1,0,1,1,0,2,0
0,4,1,0,0,0,10,4,7536,21,1,0,1,0,1,1,0
0,4,1,0,0,0,12,1,37834,7,1,0,0,1,0,2,0
0,0,1,0,0,0,13,8,58368,15,1,0,1,0,1,2,1
0,4,1,0,0,0,4,3,3420,9,1,1,0,1,0,1,0
0,4,1,0,0,0,15,7,35672,6,0,0,1,1,0,2,0
0,4,1,0,0,1,8,3,7104,10,1,0,1,1,0,1,1
0,0,1,1,0,0,6,2,2016,3,0,0,0,1,0,1,0
0,2,1,0,1,0,5,2,28105,10,1,0,1,0,0,2,1
1,4,1,0,0,0,19,15,109871,9,1,0,0,1,1,2,1
1,0,1,0,0,0,22,13,58054,12,1,0,1,0,1,5,0
0,4,1,1,0,0,8,2,56874,8,1,0,0,0,1,2,0
0,4,1,1,1,1,4,1,13104,15,1,0,1,0,1,0,1
0,0,1,0,0,0,15,8,60396,8,1,0,1,1,0,2,0
1,4,1,0,0,0,20,14,36492,15,1,0,1,1,1,1,0
0,2,1,0,1,0,6,3,36193,4,1,0,0,1,0,2,1
0,0,1,0,0,0,7,3,6228,9,1,0,1,1,1,1,0
0,0,1,0,0,0,14,10,27923,9,1,0,1,0,0,1,0
0,4,1,0,0,0,13,4,44094,13,0,1,1,1,1,4,0
1,4,0,1,0,0,8,4,3072,10,1,0,1,0,1,0,0
0,4,1,0,0,0,4,2,29100,10,1,0,0,0,1,2,0
0,0,1,0,0,0,12,9,26520,16,1,0,1,1,1,5,1
1,2,1,0,0,0,39,36,87896,13,1,0,1,1,1,2,1
0,4,1,0,1,0,8,8,64630,18,1,0,1,0,1,2,1
0,0,1,0,0,0,17,7,45396,7,1,1,0,1,0,5,0
0,3,1,0,0,0,15,12,23352,15,1,0,1,1,1,2,1
1,4,1,0,0,0,25,10,50436,16,1,0,1,1,1,0,1
1,3,0,0,0,0,4,3,14400,6,1,1,0,0,1,2,0
1,0,1,0,0,0,36,30,36468,10,1,0,1,0,1,5,0
1,1,0,0,1,0,30,15,56616,19,1,1,1,0,1,2,0
0,2,1,0,0,0,10,5,49799,9,0,0,1,0,0,2,0
0,4,1,0,0,0,8,4,12007,28,1,1,1,1,1,1,1
0,0,1,0,0,0,5,3,71340,12,1,1,0,0,1,2,0
0,4,1,0,1,0,9,8,69192,14,1,0,1,1,1,1,1
0,4,0,0,1,0,16,7,69183,11,1,0,0,1,1,5,0
0,4,1,0,0,0,7,5,17620,12,1,0,1,0,1,1,1
0,0,0,0,0,0,15,10,71340,17,0,0,1,0,1,4,1
0,4,1,0,0,0,5,2,4188,14,1,0,1,0,1,1,1
0,1,1,0,0,0,18,7,56211,16,1,1,1,0,1,2,0
0,2,1,0,0,0,6,6,16752,8,0,0,1,0,1,1,0
0,4,1,0,0,0,15,12,2234,6,0,0,0,0,1,1,0
1,0,1,0,0,0,30,22,54049,14,1,0,1,0,1,2,0
0,1,1,0,0,0,3,2,32424,17,1,0,1,1,1,2,1
0,0,1,0,0,0,17,6,64859,10,1,1,1,0,1,2,0
0,1,1,0,0,0,10,8,4056,28,1,1,1,1,1,0,1
1,0,1,0,0,0,15,10,41568,5,1,0,1,0,1,2,0
0,4,1,0,0,0,3,3,7819,7,0,0,1,0,1,1,0
0,4,1,0,0,0,10,3,9180,24,1,1,1,1,1,1,1
0,2,1,0,0,0,15,10,69809,21,1,0,1,1,0,1,1
0,4,1,0,0,0,14,9,26527,13,1,0,1,1,1,1,0
0,4,0,0,0,0,13,6,58644,9,1,0,0,0,1,1,0
0,4,1,0,0,0,10,7,42528,9,1,0,1,0,0,2,0
1,4,0,0,1,0,16,11,19956,10,1,0,1,1,0,1,1
0,3,1,0,0,0,20,6,187426,13,0,0,1,0,1,2,1
0,4,1,0,0,0,6,4,102149,7,1,1,1,1,0,1,0
1,0,1,0,0,0,18,11,57292,5,1,0,0,1,0,2,0
0,4,1,0,1,0,8,6,69183,21,1,0,1,0,1,2,1
0,0,1,0,0,0,15,8,74077,13,1,0,1,0,1,2,0
0,4,1,0,0,0,11,7,62045,7,0,0,1,1,1,2,0
1,2,0,0,0,0,27,22,150000,16,1,0,1,0,1,2,1
0,0,1,0,0,0,3,1,24300,16,1,0,1,1,1,2,1
0,4,1,0,0,0,4,1,14165,12,1,0,1,0,0,2,0
0,2,1,0,1,0,9,3,8377,16,1,1,1,0,1,1,0
0,4,1,0,0,0,4,2,4236,7,1,0,0,0,1,1,0
0,4,1,0,0,0,20,8,180000,11,1,1,0,0,1,3,0
0,0,1,0,0,0,20,8,35672,12,1,0,1,0,0,2,1
0,4,0,0,0,0,9,5,42432,20,1,0,0,1,1,0,1
0,1,1,0,0,0,15,7,38916,26,1,1,1,1,1,2,1
0,2,1,0,0,1,15,7,45396,4,0,0,0,1,0,2,0
1,3,1,0,0,0,18,10,38448,3,0,0,0,0,1,2,0
0,2,0,0,0,1,4,3,8604,4,0,0,0,0,1,1,0
0,0,0,0,0,0,9,6,59676,11,1,1,1,0,0,2,0
0,0,1,0,0,0,8,5,62697,10,0,1,1,1,1,2,0
0,1,1,0,0,0,10,3,22056,11,1,1,1,0,0,2,0
0,4,1,0,1,0,7,5,26527,11,1,0,1,0,1,1,1
0,0,1,0,0,0,4,3,5585,13,1,0,1,0,1,1,1
1,0,1,0,0,0,25,10,46764,9,1,0,0,1,1,2,1
0,1,0,0,1,0,9,9,86853,13,1,1,1,0,1,4,0
1,0,0,0,1,1,35,13,129259,8,1,0,0,1,1,2,0
1,0,1,0,1,0,16,12,47076,11,1,1,1,1,1,2,1
0,4,1,0,1,0,11,7,64630,15,1,0,1,1,1,2,1
0,2,0,0,1,0,8,1,9084,17,1,1,1,1,0,2,1
1,0,1,0,0,0,33,28,153499,13,1,0,0,1,1,2,1
0,4,1,0,0,0,11,6,54972,5,1,0,1,0,0,6,0
1,3,1,0,0,0,25,15,70264,8,0,1,1,0,1,2,0
1,4,1,0,0,0,18,12,81074,15,1,0,1,0,1,2,1
0,4,1,0,0,0,5,1,3888,7,1,0,1,0,1,1,0
1,0,1,0,1,0,20,13,141566,11,1,0,0,1,1,1,1
0,4,0,0,0,0,4,1,9084,16,1,1,1,1,0,2,1
0,4,1,0,0,0,5,1,60505,14,1,0,1,1,1,3,1
0,0,1,0,0,1,13,2,31455,6,1,1,0,0,0,2,0
1,0,1,0,0,0,26,24,91883,26,1,0,1,1,1,2,1
0,2,1,0,0,0,10,5,82726,17,1,0,1,1,1,2,1
0,1,1,0,1,0,7,2,36324,13,1,1,1,0,1,2,0
0,0,1,0,0,0,8,5,25644,12,1,1,1,1,1,1,0
0,4,1,0,0,0,4,1,19956,14,1,1,1,1,0,1,0
0,2,0,0,1,0,5,1,39100,16,1,0,1,1,0,5,1
0,1,1,0,0,0,19,1,32424,28,1,1,1,1,1,2,1
0,4,1,1,0,0,7,3,13224,5,1,0,1,0,1,1,0
0,2,1,0,0,0,7,2,20760,9,1,0,0,1,1,2,1
0,4,0,0,0,0,8,7,39900,17,1,0,1,0,0,1,1
0,4,1,0,0,0,5,2,5064,20,1,0,1,1,1,1,1
0,4,1,0,0,0,14,10,33508,19,1,1,1,1,1,1,1
1,0,1,0,0,0,10,5,121979,10,0,1,1,1,0,2,0
0,4,1,0,0,0,7,6,6228,19,1,1,1,1,1,1,1
0,4,1,0,0,0,5,4,26928,18,1,0,1,0,1,0,0
0,4,1,0,0,0,9,5,7908,15,1,0,1,0,0,1,1
1,4,1,0,0,0,34,22,53496,12,1,1,0,1,1,2,0
1,4,1,0,0,1,38,32,64630,13,1,1,0,0,1,2,0
0,4,1,0,0,0,7,3,16754,18,1,1,1,0,1,1,1
1,3,1,0,0,1,20,12,23352,1,0,0,0,0,0,2,0
0,2,1,0,1,0,12,1,45408,4,1,0,0,1,0,2,0
1,1,1,0,0,1,6,6,108098,23,1,1,1,0,1,2,1
1,4,0,0,0,0,35,28,135100,9,1,0,1,1,1,2,0
0,4,1,0,0,0,9,5,36324,11,1,0,1,0,1,2,1
1,3,1,0,0,1,15,6,47826,2,0,1,0,0,0,2,0
1,4,1,0,0,0,19,15,60035,13,1,0,1,0,1,1,0
0,1,0,0,0,0,4,0,9732,7,0,0,0,0,1,2,0
0,0,1,0,0,0,10,2,35412,7,0,1,1,1,1,2,0
0,4,1,0,0,0,9,4,37834,16,1,0,1,0,1,2,1
0,4,1,0,0,0,15,8,40489,10,0,1,1,0,0,1,1
1,0,1,0,0,0,25,22,16754,14,1,0,1,1,1,1,1
0,4,1,0,0,0,6,3,38915,10,0,1,1,0,1,2,1
0,0,1,0,0,0,11,3,48000,16,1,0,1,1,0,2,1
1,4,0,0,0,0,20,15,129250,24,1,1,1,1,1,2,1
0,0,1,0,0,0,10,4,28536,26,1,1,1,1,1,5,1
0,4,1,0,0,0,10,5,29100,9,1,0,1,0,0,2,0
0,0,1,0,0,0,13,7,77831,14,1,1,1,0,1,5,1
0,2,1,0,0,0,11,6,35028,3,0,0,0,0,0,5,0
0,4,1,0,0,0,18,4,61416,15,1,0,1,1,0,2,1
0,4,1,0,0,0,5,3,4692,12,1,1,1,1,0,1,0
0,4,1,0,0,0,5,1,1944,8,1,0,1,1,1,1,0
0,4,1,0,0,0,11,8,58440,6,1,0,0,0,0,0,1
0,2,1,0,0,0,10,4,25944,10,1,0,1,0,0,2,0
0,4,1,0,0,0,13,6,27504,13,1,1,1,0,1,2,0
1,4,1,0,0,0,26,21,76263,8,1,0,1,0,0,2,1
0,4,1,0,0,0,9,5,22056,6,0,0,1,1,0,5,0
0,3,1,0,1,1,9,4,31776,10,0,1,0,1,1,2,0
1,1,1,0,0,0,20,15,170000,24,1,1,1,1,1,3,1
0,4,1,0,0,1,10,6,77556,7,1,0,0,0,0,2,0
1,0,0,0,0,0,31,17,183750,20,1,1,1,1,1,2,0
1,4,0,0,0,0,22,10,81319,11,1,0,1,1,1,2,1
0,4,1,0,0,0,4,2,13962,21,1,1,1,0,1,1,1
1,0,1,0,0,0,18,7,31128,14,0,1,1,0,0,2,1
0,4,1,0,0,0,12,10,15084,14,1,1,1,1,1,1,1
0,0,1,0,0,0,13,9,64630,14,1,0,1,0,1,2,1
1,4,1,0,0,0,23,18,34200,14,1,0,1,1,0,1,1
0,4,1,0,0,0,6,4,12060,18,1,0,1,1,0,1,1
0,4,1,0,0,0,9,5,113447,12,0,1,1,0,1,3,0
1,2,1,0,0,1,7,3,29136,16,1,0,1,1,1,5,1
0,0,1,0,1,1,10,5,26976,9,1,0,1,1,1,1,0
1,4,1,0,0,0,17,10,53184,6,0,0,1,0,0,2,0
1,0,1,0,1,0,10,3,50000,6,0,1,0,0,0,3,0
0,0,1,0,0,1,7,3,30372,10,1,1,0,1,1,2,0
1,2,0,0,0,0,22,20,56616,8,1,1,0,0,1,2,0
1,4,1,0,0,0,17,13,42024,28,1,0,1,1,1,1,1
0,1,0,0,0,1,2,4,1884,12,1,1,1,1,0,2,1
0,2,0,0,0,0,15,9,32429,11,1,0,1,0,0,2,1
0,4,1,0,1,0,9,4,16920,27,1,1,1,1,1,0,1
0,4,1,0,0,0,5,5,20352,23,1,1,1,0,1,5,1
1,2,1,0,0,0,20,15,32315,10,1,0,1,0,1,2,0
0,0,1,0,0,0,6,3,52968,10,1,1,1,0,0,2,0
0,4,1,0,0,0,4,4,24000,14,1,1,1,0,1,0,1
0,4,1,0,0,0,6,4,41508,15,0,1,1,0,0,2,1
0,4,1,0,0,0,2,1,4887,5,1,0,1,0,0,1,0
0,4,0,0,0,0,14,6,15187,5,0,0,0,1,0,2,0
0,4,1,0,1,0,11,7,71712,22,1,1,1,1,0,2,1
0,0,1,0,1,1,12,5,51888,7,1,1,0,0,0,2,0
0,4,1,0,0,0,10,6,64859,2,0,0,0,0,0,2,0
1,2,1,0,0,1,12,10,45396,10,1,1,1,0,1,5,0
0,1,1,0,0,0,3,2,49092,11,1,0,1,1,0,2,1
1,0,1,0,0,0,25,20,129718,14,1,0,1,0,1,2,1
0,4,1,0,0,0,6,1,31022,11,1,1,1,1,1,2,1
1,3,1,0,0,0,25,15,45564,22,1,1,1,1,0,2,1
1,1,1,0,1,0,7,5,85893,11,1,0,0,1,0,2,1
0,4,1,0,0,0,4,1,50000,14,1,1,1,1,1,3,0
1,0,1,0,0,0,15,5,62268,23,1,0,1,0,1,5,1
0,4,1,0,1,0,6,4,21996,22,1,1,1,1,1,6,1
0,4,1,0,1,0,12,4,21620,23,1,1,1,0,1,5,1
0,0,1,0,0,1,10,7,12912,11,1,1,0,1,1,2,0
1,0,1,0,0,0,25,20,118908,21,1,1,1,1,1,2,1
0,2,1,0,0,0,5,3,27025,13,1,0,1,0,1,2,0
1,0,1,0,0,0,9,8,33510,21,1,0,1,1,0,2,1
1,4,1,0,0,0,25,13,13404,17,1,1,1,0,1,1,1
1,0,1,0,0,0,24,12,80000,11,1,1,0,1,0,3,1
0,0,1,0,1,1,15,5,70264,5,1,1,0,1,0,2,0
0,2,1,0,0,0,13,10,43289,14,1,0,1,0,0,2,0
1,0,0,0,0,0,4,4,75669,9,1,0,1,0,1,2,0
1,0,1,0,0,0,15,12,41568,6,0,0,1,0,0,2,1
0,4,1,0,0,0,7,0,27240,8,1,1,1,0,0,2,0
0,4,1,0,0,0,8,2,40872,12,1,1,0,0,1,2,0
0,4,0,0,1,1,6,3,3600,5,1,0,1,0,0,1,0
0,4,1,0,0,0,5,5,48936,4,0,0,1,0,1,5,0
0,4,1,0,0,0,6,3,8064,25,1,1,1,0,1,0,1
1,2,1,0,0,0,18,16,57756,23,1,1,1,1,1,2,1
0,0,1,0,1,0,19,9,32988,24,1,0,1,1,1,6,1
1,4,0,0,0,1,15,10,31176,14,1,1,0,0,1,2,1
1,3,1,0,0,0,23,11,98369,12,1,1,0,0,1,2,0
0,4,1,0,0,0,7,0,12324,10,1,1,1,1,0,2,1
0,0,1,0,0,0,12,6,112884,15,0,1,1,1,1,2,1
0,4,1,0,0,0,14,10,60035,9,1,1,1,0,0,1,0
0,4,1,0,0,0,12,10,84000,18,1,0,1,1,1,5,1
1,1,0,0,1,0,30,13,54049,8,0,0,1,0,0,2,1
1,4,1,0,0,0,26,23,67500,15,1,1,1,0,1,2,1
0,4,1,0,0,1,8,5,10896,22,1,1,1,0,1,1,0
0,2,1,0,0,0,11,8,12147,12,1,0,1,0,0,1,0
1,1,1,0,0,1,20,12,37752,11,1,0,1,0,0,2,0
0,2,1,0,0,0,8,6,54732,9,1,1,1,0,0,2,0
0,0,1,0,1,1,6,2,32424,13,1,0,1,0,1,5,1
0,0,1,0,0,0,12,8,56294,5,1,0,1,0,1,2,0
0,4,1,0,1,0,5,2,69600,22,1,1,1,1,1,2,1
1,0,1,0,0,1,5,3,32424,9,0,1,0,0,1,2,0
0,0,1,0,0,0,9,0,77940,6,1,1,0,1,0,2,1
0,0,1,0,0,0,20,10,24468,4,1,0,0,0,0,5,0
0,4,1,0,1,0,11,7,34904,6,1,1,1,1,0,1,0
0,0,1,0,0,0,14,4,75669,1,0,0,0,0,0,2,0
1,4,0,0,1,0,30,20,64044,10,1,0,1,1,1,0,0
0,4,1,0,0,0,6,1,36324,17,1,0,1,0,0,2,1
0,4,1,0,1,0,14,8,93067,16,1,1,0,1,1,2,0
0,4,1,0,1,0,7,3,6360,7,1,0,0,1,0,1,1
0,4,1,0,0,0,9,4,10056,20,1,0,1,1,1,1,1
0,4,1,0,1,0,5,4,95900,15,1,0,1,1,1,3,1
0,4,1,0,0,0,5,1,42732,4,1,1,0,0,0,2,0
0,4,1,0,0,0,4,3,16600,20,1,0,1,0,1,1,1
0,0,1,0,0,0,8,4,29320,7,0,1,0,0,1,1,0
0,0,1,0,0,0,11,8,41508,10,1,0,1,1,0,2,1
0,4,1,0,0,0,10,3,36972,12,1,0,1,0,1,2,1
0,4,1,0,0,1,13,5,85000,25,1,0,1,1,1,3,1
1,0,1,0,0,0,22,13,37834,22,1,0,1,1,1,2,1
0,0,1,0,0,0,8,2,32429,14,1,1,0,1,0,5,1
0,2,1,0,1,0,15,7,25980,24,1,1,1,1,0,2,1
1,4,1,0,0,0,30,10,8712,16,1,0,1,1,1,1,1
0,0,1,0,0,1,8,4,101649,3,1,0,0,0,0,2,0
0,4,0,0,0,0,10,6,13992,13,1,0,1,0,1,0,1
1,2,0,0,0,0,24,11,42756,15,1,0,1,0,0,1,1
1,0,1,0,0,0,30,20,129718,24,1,0,1,1,1,2,1
0,0,1,0,0,0,22,13,45300,24,1,1,1,1,1,2,1
1,0,1,0,0,0,18,12,36324,16,1,0,1,1,0,2,1
0,4,1,0,0,0,20,8,58167,27,1,1,1,0,1,2,1
1,4,1,0,0,0,18,11,83236,4,0,0,1,0,1,2,0
0,4,1,0,0,0,9,3,16488,13,1,1,1,1,1,6,1
0,4,1,0,0,0,13,7,93000,11,0,1,1,0,1,3,0
0,4,1,0,1,0,4,1,4236,12,1,1,1,0,1,1,0
1,0,1,0,0,0,23,14,39187,6,1,0,0,0,0,5,0
0,4,1,0,0,0,9,0,67092,17,0,1,1,1,0,2,1
0,4,1,0,1,0,8,6,52836,6,0,0,1,0,1,0,0
0,4,1,0,0,0,6,3,6696,9,1,1,1,0,1,1,0
0,0,1,0,1,0,4,3,31348,4,0,0,0,1,1,2,0
0,0,1,0,0,0,6,5,66895,4,0,0,1,0,1,2,0
0,4,1,0,0,0,15,8,24000,17,1,0,1,1,1,2,1
0,4,0,0,0,0,9,5,30800,16,1,0,1,1,1,1,1
0,0,1,0,0,0,10,5,54000,14,1,0,1,0,1,5,1
1,2,1,0,0,0,25,20,38916,21,1,0,1,0,1,2,1
0,4,1,0,0,0,12,0,46044,11,0,1,1,0,0,2,0
0,2,1,0,1,0,8,1,768,15,1,0,1,1,0,1,1
0,3,1,0,1,0,10,7,70264,8,0,0,1,0,0,2,0
0,4,1,0,0,0,16,10,51888,19,1,1,1,1,1,2,0
0,0,1,1,0,0,9,3,20029,27,1,1,1,1,1,5,1
0,0,1,0,1,0,9,2,71093,21,1,1,1,0,0,2,1
0,4,0,0,0,0,15,9,51888,18,0,1,1,1,1,5,1
0,4,1,1,0,0,7,3,96000,11,1,0,1,0,1,3,0
1,0,1,0,0,0,20,18,75669,16,0,0,1,1,1,2,0
0,2,1,0,0,0,13,11,112500,27,1,0,1,1,1,5,1
1,4,1,0,0,0,31,28,150000,9,1,1,1,0,1,3,0
1,2,1,0,1,0,22,19,28536,1,0,0,0,0,0,2,0
0,4,1,0,0,0,3,3,10056,4,0,0,1,0,0,1,0
0,4,1,0,0,0,4,2,27612,12,0,1,1,1,0,1,1
0,2,1,0,0,0,5,1,55907,17,1,1,1,1,1,2,1
0,4,1,0,0,0,16,7,64287,13,1,0,1,1,0,3,1
0,0,1,0,0,0,15,4,18876,12,1,0,1,1,1,2,0
1,0,1,0,0,0,18,14,106000,12,1,1,1,1,0,3,1
0,4,1,0,0,1,6,3,7032,3,1,1,0,0,0,1,0
0,2,1,0,0,0,4,4,21014,5,1,1,0,0,1,5,0
0,0,1,0,0,0,7,5,86478,9,1,1,0,0,1,2,0
1,4,1,0,0,0,35,25,156000,12,1,1,0,1,1,3,0
0,4,1,0,0,0,4,4,50411,9,1,1,0,1,0,2,1
0,2,1,0,0,0,5,3,41363,16,1,0,1,1,1,2,1
0,2,1,0,1,1,9,5,26484,7,1,1,0,0,0,2,0
0,4,0,0,0,0,6,3,8004,7,1,1,1,0,0,0,0
0,4,0,0,1,0,15,8,79284,21,1,1,1,1,0,2,1
1,0,0,0,1,0,25,10,31348,13,1,0,1,0,0,2,1
0,4,0,0,0,0,19,12,58368,15,1,1,1,1,1,2,1
1,4,1,0,0,0,20,13,49296,12,0,0,1,1,1,5,0
0,0,1,1,0,0,8,4,27036,12,0,0,1,0,0,2,1
1,0,1,0,0,0,25,22,41880,10,1,0,1,0,1,1,0
0,4,1,0,0,0,8,4,33508,15,1,0,1,0,1,1,1
0,0,1,0,0,0,5,5,27923,10,1,1,1,0,1,1,0
1,0,1,0,0,0,18,15,38976,7,1,0,1,0,1,2,0
1,0,1,1,0,0,12,12,64859,9,1,0,0,0,1,2,0
0,2,1,0,1,0,4,3,45528,18,1,0,1,0,1,1,1
0,0,1,0,0,0,10,7,18150,11,1,0,0,1,1,1,1
0,0,1,0,0,1,9,5,59454,20,0,1,1,0,0,2,1
1,4,1,0,0,0,13,12,13740,6,1,0,0,0,1,6,0
0,4,1,0,0,0,7,2,5532,13,1,1,1,0,1,1,0
0,4,1,0,0,0,8,1,55000,20,1,0,1,1,1,3,1
0,0,1,0,0,0,9,4,16488,11,1,1,1,0,1,6,0
0,4,1,0,1,0,8,6,21996,16,1,1,1,1,1,6,1
0,4,1,0,0,0,13,9,29676,4,0,0,1,0,0,1,0
0,4,1,0,1,0,5,3,48000,15,1,1,1,0,1,2,1
0,0,1,0,0,0,9,5,108098,18,1,1,1,0,1,2,1
1,2,1,0,0,1,5,2,24816,10,1,0,1,1,1,2,1
0,0,1,0,1,0,7,1,8376,12,1,1,1,0,0,1,1
0,4,1,0,0,0,8,5,14844,15,1,0,1,1,1,6,1
1,2,1,0,1,1,32,20,41508,4,0,1,0,0,0,2,0
0,4,1,0,0,0,13,5,69912,16,1,0,1,0,1,5,1
0,4,1,0,1,0,8,2,3348,13,1,0,1,0,1,1,1
1,0,1,0,0,0,14,10,36324,11,0,0,1,0,1,2,1
0,2,1,0,0,0,8,0,2856,7,1,0,1,1,0,5,0
0,0,1,0,1,0,3,1,44320,9,1,1,0,1,1,2,0
1,2,0,0,0,0,28,21,94368,4,0,0,0,1,0,2,0
0,4,1,0,0,0,20,10,85000,22,1,0,1,1,1,3,1
0,4,1,0,0,0,12,6,35972,14,1,1,1,0,1,1,0
0,4,1,0,0,0,10,5,68844,14,1,0,1,1,1,1,0
0,4,1,0,1,0,0,0,12264,8,0,0,1,0,0,2,0
0,4,1,1,0,0,7,3,105072,9,0,0,1,0,1,1,0
0,4,0,0,0,0,7,4,57292,5,1,0,1,0,0,2,0
1,3,1,0,0,1,5,4,75669,9,1,1,0,0,0,2,0
0,4,1,0,0,0,7,0,31656,13,1,1,1,0,0,2,1
1,1,1,0,0,0,32,15,64860,9,1,0,1,1,1,2,1
0,4,1,0,0,0,11,6,27240,20,1,0,1,1,1,2,1
1,4,1,0,0,0,38,25,32988,12,1,1,1,0,0,6,0
0,4,1,0,0,0,7,3,8400,20,1,1,1,1,1,6,1
0,0,1,1,0,0,10,5,48000,9,1,1,1,1,1,2,0
1,0,1,0,0,1,18,5,64859,13,1,1,1,0,0,2,0
0,1,1,0,0,0,4,0,14268,21,1,1,1,0,1,2,1
0,1,1,0,1,0,13,5,49725,3,0,1,0,1,0,2,0
0,4,1,0,0,0,2,1,42960,10,1,0,1,1,1,2,0
